OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
62507,GO-20241006341,5/10/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,10,131,Friday    ,10,2024,May,10,131,Friday    ,9,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,27,York University Heights (27),27,York University Heights (27),-79.47154594,43.78046517,-8846732.026,5431531.279
62508,GO-20241004872,5/10/2024 5:00:00 AM,5/9/2024 5:00:00 AM,2024,May,10,131,Friday    ,6,2024,May,9,130,Thursday  ,22,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,62,East End-Danforth (62),62,East End-Danforth (62),-79.29494106,43.68972182,-8827072.461,5417550.804
62509,GO-20241005053,5/10/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,10,131,Friday    ,6,2024,May,10,131,Friday    ,2,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,55,Thorncliffe Park (55),55,Thorncliffe Park (55),-79.34661502,43.70323439,-8832824.78,5419631.291
62510,GO-20241008939,5/10/2024 5:00:00 AM,5/9/2024 5:00:00 AM,2024,May,10,131,Friday    ,15,2024,May,9,130,Thursday  ,23,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre (159),14,Islington-City Centre West (14),-79.54290349,43.62770151,-8854675.513,5408007.741
62511,GO-20241014334,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,9,2024,May,11,132,Saturday  ,5,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,56,Leaside-Bennington (56),56,Leaside-Bennington (56),-79.36970539,43.70963866,-8835395.189,5420617.499
62512,GO-20241014622,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,11,2024,May,10,131,Friday    ,18,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,55,Thorncliffe Park (55),55,Thorncliffe Park (55),-79.34661502,43.70323439,-8832824.78,5419631.291
62513,GO-20241014191,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,9,2024,May,11,132,Saturday  ,3,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,165,Harbourfront-CityPlace (165),77,Waterfront Communities-The Island (77),-79.39751963,43.63816148,-8838491.456,5409616.524
62514,GO-20241012749,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,1,2024,May,11,132,Saturday  ,1,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,172,Dovercourt Village (172),93,Dovercourt-Wallace Emerson-Junction (93),-79.42542783,43.66775982,-8841598.182,5414170.383
62515,GO-20241016058,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,15,2024,May,10,131,Friday    ,16,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,145,Malvern West (145),132,Malvern (132),-79.22566098,43.81226044,-8819360.238,5436434.871
62516,GO-20241015782,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,13,2024,May,10,131,Friday    ,12,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.29346259,43.78211964,-8826907.879,5431786.373
62517,GO-20241014037,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,8,2024,May,10,131,Friday    ,21,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,129,Agincourt North (129),129,Agincourt North (129),-79.27096053,43.81098038,-8824402.961,5436237.404
62518,GO-20241017698,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,18,2024,May,11,132,Saturday  ,12,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,NSA,NSA,NSA,NSA,0,0,6.33E-09,5.66E-09
62519,GO-20241016282,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,15,2024,May,11,132,Saturday  ,13,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,NSA,NSA,NSA,NSA,0,0,6.33E-09,5.66E-09
62520,GO-20241014044,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,8,2024,May,10,131,Friday    ,19,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,NSA,NSA,NSA,NSA,0,0,6.33E-09,5.66E-09
62521,GO-20241013448,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,6,2024,May,11,132,Saturday  ,5,NSA,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,NSA,NSA,NSA,NSA,0,0,6.33E-09,5.66E-09
62522,GO-20241018088,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,20,2024,May,11,132,Saturday  ,20,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre (159),14,Islington-City Centre West (14),-79.53898789,43.63736682,-8854239.63,5409494.294
62523,GO-20241016058,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,15,2024,May,10,131,Friday    ,16,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,145,Malvern West (145),132,Malvern (132),-79.22566098,43.81226044,-8819360.238,5436434.871
62524,GO-20241018056,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,19,2024,May,11,132,Saturday  ,19,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,31,Yorkdale-Glen Park (31),31,Yorkdale-Glen Park (31),-79.45130622,43.72365706,-8844478.951,5422776.594
62525,GO-20241016874,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,16,2024,May,11,132,Saturday  ,13,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,35,Westminster-Branson (35),35,Westminster-Branson (35),-79.44656712,43.7817431,-8843951.397,5431728.316
62526,GO-20241015018,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,11,2024,May,10,131,Friday    ,17,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,31,Yorkdale-Glen Park (31),31,Yorkdale-Glen Park (31),-79.45130622,43.72365706,-8844478.951,5422776.594
62527,GO-20241015615,5/11/2024 5:00:00 AM,5/6/2024 5:00:00 AM,2024,May,11,132,Saturday  ,13,2024,May,6,127,Monday    ,16,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),-79.42215403,43.68619051,-8841233.744,5417007.176
62528,GO-20241015176,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,13,2024,May,10,131,Friday    ,23,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,21,Humber Summit (21),21,Humber Summit (21),-79.55675843,43.76544751,-8856217.838,5429216.102
62529,GO-20241012396,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,0,2024,May,10,131,Friday    ,23,D41,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,121,Oakridge (121),121,Oakridge (121),-79.28539607,43.69701022,-8826009.918,5418672.917
62530,GO-20241013787,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,7,2024,May,11,132,Saturday  ,3,D31,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,155,Downsview (155),26,Downsview-Roding-CFB (26),-79.48694096,43.73664057,-8848445.792,5424776.748
62531,GO-20241013765,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,9,2024,May,11,132,Saturday  ,1,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,138,Eglinton East (138),138,Eglinton East (138),-79.26202762,43.73916628,-8823408.554,5425165.892
62532,GO-20241012506,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,0,2024,May,11,132,Saturday  ,0,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,124,Kennedy Park (124),124,Kennedy Park (124),-79.24740704,43.73522308,-8821780.998,5424558.358
62533,GO-20241014171,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,9,2024,May,11,132,Saturday  ,1,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,136,West Hill (136),136,West Hill (136),-79.17393621,43.7711708,-8813602.263,5430098.357
62534,GO-20241013510,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,6,2024,May,11,132,Saturday  ,0,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,135,Morningside (135),135,Morningside (135),-79.20348577,43.79344969,-8816891.705,5433533.488
62535,GO-20241016626,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,16,2024,May,11,132,Saturday  ,0,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,157,Bendale South (157),127,Bendale (127),-79.26320543,43.74368847,-8823539.667,5425862.683
62536,GO-20241015322,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,13,2024,May,10,131,Friday    ,12,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.27915859,43.72480588,-8825315.565,5422953.556
62537,GO-20241014015,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,9,2024,May,10,131,Friday    ,8,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.29428796,43.70744009,-8826999.759,5420278.926
62538,GO-20241015677,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,13,2024,May,11,132,Saturday  ,10,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre (159),14,Islington-City Centre West (14),-79.55690959,43.61015061,-8856234.664,5405308.971
62539,GO-20241014873,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,11,2024,May,10,131,Friday    ,20,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,13,Etobicoke West Mall (13),13,Etobicoke West Mall (13),-79.56392197,43.64724151,-8857015.28,5411013.296
62540,GO-20241014579,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,10,2024,May,10,131,Friday    ,22,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,12,Markland Wood (12),12,Markland Wood (12),-79.57340819,43.63722812,-8858071.28,5409472.959
62541,GO-20241015318,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,12,2024,May,11,132,Saturday  ,0,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,126,Dorset Park (126),126,Dorset Park (126),-79.28770359,43.76427324,-8826266.79,5429035.097
62542,GO-20241018120,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,19,2024,May,11,132,Saturday  ,16,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,107,Oakwood Village (107),107,Oakwood Village (107),-79.43990069,43.69704067,-8843209.294,5418677.605
62543,GO-20241015510,5/11/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,11,132,Saturday  ,13,2024,May,10,131,Friday    ,14,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,103,Lawrence Park South (103),103,Lawrence Park South (103),-79.41075753,43.70945448,-8839965.091,5420589.136
62544,GO-20241014952,5/11/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,11,132,Saturday  ,11,2024,May,11,132,Saturday  ,5,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,103,Lawrence Park South (103),103,Lawrence Park South (103),-79.40801943,43.72187787,-8839660.288,5422502.539
62545,GO-20241022683,5/12/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,12,133,Sunday    ,12,2024,May,11,132,Saturday  ,21,D51,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,72,Regent Park (72),72,Regent Park (72),-79.36130216,43.6591195,-8834459.745,5412840.793
62546,GO-20241020467,5/12/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,12,133,Sunday    ,5,2024,May,12,133,Sunday    ,3,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,113,Weston (113),113,Weston (113),-79.50895125,43.69937606,-8850895.967,5419037.188
62547,GO-20241023470,5/12/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,12,133,Sunday    ,14,2024,May,11,132,Saturday  ,21,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,166,St Lawrence-East Bayfront-The Islands ,77,Waterfront Communities-The Island (77),-79.37091235,43.64820409,-8835529.547,5411161.381
62548,GO-20241021230,5/12/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,12,133,Sunday    ,8,2024,May,11,132,Saturday  ,23,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,113,Weston (113),113,Weston (113),-79.53233984,43.70633815,-8853499.572,5420109.232
62549,GO-20241020649,5/12/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,12,133,Sunday    ,5,2024,May,12,133,Sunday    ,4,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,148,East L'Amoreaux (148),117,L'Amoreaux (117),-79.3137538,43.80200002,-8829166.686,5434852.183
62550,GO-20241025708,5/12/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,12,133,Sunday    ,20,2024,May,12,133,Sunday    ,18,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,15,Kingsway South (15),15,Kingsway South (15),-79.5102331,43.64761136,-8851038.661,5411070.194
62551,GO-20241022944,5/12/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,12,133,Sunday    ,13,2024,May,11,132,Saturday  ,23,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,39,Bedford Park-Nortown (39),39,Bedford Park-Nortown (39),-79.42390691,43.72483456,-8841428.874,5422957.975
62552,GO-20241021128,5/12/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,12,133,Sunday    ,10,2024,May,12,133,Sunday    ,5,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,39,Bedford Park-Nortown (39),39,Bedford Park-Nortown (39),-79.42336251,43.72309226,-8841368.271,5422689.596
62553,GO-20241021713,5/12/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,12,133,Sunday    ,10,2024,May,11,132,Saturday  ,20,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,36,Newtonbrook West (36),36,Newtonbrook West (36),-79.44651912,43.7890684,-8843946.054,5432857.845
62554,GO-20241021646,5/12/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,12,133,Sunday    ,10,2024,May,11,132,Saturday  ,20,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,39,Bedford Park-Nortown (39),39,Bedford Park-Nortown (39),-79.40776186,43.73582228,-8839631.615,5424650.674
62555,GO-20241021837,5/12/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,12,133,Sunday    ,10,2024,May,12,133,Sunday    ,5,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,103,Lawrence Park South (103),103,Lawrence Park South (103),-79.41441962,43.70563428,-8840372.754,5420000.844
62556,GO-20241020951,5/12/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,12,133,Sunday    ,7,2024,May,11,132,Saturday  ,10,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,56,Leaside-Bennington (56),56,Leaside-Bennington (56),-79.37543028,43.71000124,-8836032.481,5420673.338
62557,GO-20241026043,5/12/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,12,133,Sunday    ,21,2024,May,12,133,Sunday    ,10,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,24,Black Creek (24),24,Black Creek (24),-79.52097411,43.76510279,-8852234.346,5429162.966
62558,GO-20241020727,5/12/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,12,133,Sunday    ,6,2024,May,11,132,Saturday  ,12,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,154,Oakdale-Beverley Heights (154),26,Downsview-Roding-CFB (26),-79.51318385,43.72552665,-8851367.137,5423064.584
62559,GO-20241024379,5/12/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,12,133,Sunday    ,16,2024,May,12,133,Sunday    ,8,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,136,West Hill (136),136,West Hill (136),-79.1960009,43.75564139,-8816058.493,5427704.67
62560,GO-20241021952,5/12/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,12,133,Sunday    ,11,2024,May,11,132,Saturday  ,23,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,126,Dorset Park (126),126,Dorset Park (126),-79.27582822,43.75994225,-8824944.83,5428367.538
62561,GO-20241025254,5/12/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,12,133,Sunday    ,19,2024,May,11,132,Saturday  ,20,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,138,Eglinton East (138),138,Eglinton East (138),-79.24375365,43.73765118,-8821374.305,5424932.454
62562,GO-20241022594,5/12/2024 5:00:00 AM,5/9/2024 5:00:00 AM,2024,May,12,133,Sunday    ,12,2024,May,9,130,Thursday  ,2,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,138,Eglinton East (138),138,Eglinton East (138),-79.23842146,43.73885608,-8820780.728,5425118.098
62563,GO-20241020669,5/12/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,12,133,Sunday    ,5,2024,May,12,133,Sunday    ,4,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.21386383,43.7591255,-8818046.986,5428241.652
62564,GO-20241024461,5/12/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,12,133,Sunday    ,17,2024,May,10,131,Friday    ,18,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,43,Victoria Village (43),43,Victoria Village (43),-79.31042577,43.73978413,-8828796.211,5425261.089
62565,GO-20241022369,5/12/2024 5:00:00 AM,5/8/2024 5:00:00 AM,2024,May,12,133,Sunday    ,12,2024,May,8,129,Wednesday ,20,D33,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,42,Banbury-Don Mills (42),42,Banbury-Don Mills (42),-79.32838753,43.72935123,-8830795.706,5423653.747
62566,GO-20241021374,5/12/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,12,133,Sunday    ,9,2024,May,11,132,Saturday  ,20,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,160,Mimico-Queensway (160),17,Mimico (includes Humber Bay Shores) (17),-79.48883731,43.62418026,-8848656.894,5407466.222
62567,GO-20241021383,5/12/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,12,133,Sunday    ,9,2024,May,11,132,Saturday  ,13,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre (159),14,Islington-City Centre West (14),-79.53445589,43.63940414,-8853735.131,5409807.669
62568,GO-20241024379,5/12/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,12,133,Sunday    ,16,2024,May,12,133,Sunday    ,8,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,136,West Hill (136),136,West Hill (136),-79.1960009,43.75564139,-8816058.493,5427704.67
62569,GO-20241021952,5/12/2024 5:00:00 AM,5/11/2024 5:00:00 AM,2024,May,12,133,Sunday    ,11,2024,May,11,132,Saturday  ,23,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,126,Dorset Park (126),126,Dorset Park (126),-79.27582822,43.75994225,-8824944.83,5428367.538
62570,GO-20241022369,5/12/2024 5:00:00 AM,5/8/2024 5:00:00 AM,2024,May,12,133,Sunday    ,12,2024,May,8,129,Wednesday ,20,D33,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,42,Banbury-Don Mills (42),42,Banbury-Don Mills (42),-79.32838753,43.72935123,-8830795.706,5423653.747
62571,GO-20241029857,5/13/2024 5:00:00 AM,5/13/2024 5:00:00 AM,2024,May,13,134,Monday    ,11,2024,May,13,134,Monday    ,11,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,136,West Hill (136),136,West Hill (136),-79.18284861,43.7691526,-8814594.387,5429787.238
62572,GO-20241027663,5/13/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,13,134,Monday    ,6,2024,May,12,133,Sunday    ,20,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,109,Caledonia-Fairbank (109),109,Caledonia-Fairbank (109),-79.46054539,43.68899208,-8845507.451,5417438.462
62573,GO-20241030634,5/13/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,13,134,Monday    ,12,2024,May,12,133,Sunday    ,1,NSA,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,NSA,NSA,NSA,NSA,0,0,6.33E-09,5.66E-09
62574,GO-20241031869,5/13/2024 5:00:00 AM,5/10/2024 5:00:00 AM,2024,May,13,134,Monday    ,15,2024,May,10,131,Friday    ,16,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,21,Humber Summit (21),21,Humber Summit (21),-79.56470974,43.76648402,-8857102.973,5429375.876
62575,GO-20241028546,5/13/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,13,134,Monday    ,8,2024,May,12,133,Sunday    ,21,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,105,Lawrence Park North (105),105,Lawrence Park North (105),-79.39524845,43.73017718,-8838238.629,5423780.987
62576,GO-20241029857,5/13/2024 5:00:00 AM,5/13/2024 5:00:00 AM,2024,May,13,134,Monday    ,11,2024,May,13,134,Monday    ,11,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,136,West Hill (136),136,West Hill (136),-79.18284861,43.7691526,-8814594.387,5429787.238
62577,GO-20241027112,5/13/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,13,134,Monday    ,1,2024,May,12,133,Sunday    ,18,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.62077699,43.72425712,-8863344.351,5422869.026
62578,GO-20241029270,5/13/2024 5:00:00 AM,5/12/2024 5:00:00 AM,2024,May,13,134,Monday    ,10,2024,May,12,133,Sunday    ,13,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,105,Lawrence Park North (105),105,Lawrence Park North (105),-79.40111284,43.73078598,-8838891.45,5423874.774
